Monthly Sea Level: South Beach OR (44.6N 124.0W)
"Time","data","error","SElo","SEup","lat","lon","depth","order"
1967-01-15T00:00:00-00:00,NaN,    0.0000,NaN,NaN,   44.6000,  124.0000,       NaN, 1
1967-02-15T00:00:00-00:00, 2697.0741,    0.0000, 2697.0741, 2697.0741,   44.6000,  124.0000,       NaN, 1
1967-03-15T00:00:00-00:00, 2849.6129,    0.0000, 2849.6129, 2849.6129,   44.6000,  124.0000,       NaN, 1
1967-04-15T00:00:00-00:00, 2773.2000,    0.0000, 2773.2000, 2773.2000,   44.6000,  124.0000,       NaN, 1
1967-05-15T00:00:00-00:00, 2597.9677,    0.0000, 2597.9677, 2597.9677,   44.6000,  124.0000,       NaN, 1
1967-06-15T00:00:00-00:00, 2640.7000,    0.0000, 2640.7000, 2640.7000,   44.6000,  124.0000,       NaN, 1
1967-07-15T00:00:00-00:00, 2610.9677,    0.0000, 2610.9677, 2610.9677,   44.6000,  124.0000,       NaN, 1
1967-08-15T00:00:00-00:00, 2645.1935,    0.0000, 2645.1935, 2645.1935,   44.6000,  124.0000,       NaN, 1
1967-09-15T00:00:00-00:00, 2722.7667,    0.0000, 2722.7667, 2722.7667,   44.6000,  124.0000,       NaN, 1
1967-10-15T00:00:00-00:00, 2759.4516,    0.0000, 2759.4516, 2759.4516,   44.6000,  124.0000,       NaN, 1
1967-11-15T00:00:00-00:00, 2761.2222,    0.0000, 2761.2222, 2761.2222,   44.6000,  124.0000,       NaN, 1
1967-12-15T00:00:00-00:00, 2810.9333,    0.0000, 2810.9333, 2810.9333,   44.6000,  124.0000,       NaN, 1
1968-01-15T00:00:00-00:00, 2835.5806,    0.0000, 2835.5806, 2835.5806,   44.6000,  124.0000,       NaN, 1
1968-02-15T00:00:00-00:00, 2913.7241,    0.0000, 2913.7241, 2913.7241,   44.6000,  124.0000,       NaN, 1
1968-03-15T00:00:00-00:00, 2813.6129,    0.0000, 2813.6129, 2813.6129,   44.6000,  124.0000,       NaN, 1
1968-04-15T00:00:00-00:00, 2537.2333,    0.0000, 2537.2333, 2537.2333,   44.6000,  124.0000,       NaN, 1
1968-05-15T00:00:00-00:00, 2657.8387,    0.0000, 2657.8387, 2657.8387,   44.6000,  124.0000,       NaN, 1
1968-06-15T00:00:00-00:00, 2608.6667,    0.0000, 2608.6667, 2608.6667,   44.6000,  124.0000,       NaN, 1
1968-07-15T00:00:00-00:00, 2640.1613,    0.0000, 2640.1613, 2640.1613,   44.6000,  124.0000,       NaN, 1
1968-08-15T00:00:00-00:00, 2737.7097,    0.0000, 2737.7097, 2737.7097,   44.6000,  124.0000,       NaN, 1
1968-09-15T00:00:00-00:00, 2704.6333,    0.0000, 2704.6333, 2704.6333,   44.6000,  124.0000,       NaN, 1
1968-10-15T00:00:00-00:00, 2783.5484,    0.0000, 2783.5484, 2783.5484,   44.6000,  124.0000,       NaN, 1
1968-11-15T00:00:00-00:00, 2878.6000,    0.0000, 2878.6000, 2878.6000,   44.6000,  124.0000,       NaN, 1
1968-12-15T00:00:00-00:00, 3025.0645,    0.0000, 3025.0645, 3025.0645,   44.6000,  124.0000,       NaN, 1
1969-01-15T00:00:00-00:00, 2994.5161,    0.0000, 2994.5161, 2994.5161,   44.6000,  124.0000,       NaN, 1
1969-02-15T00:00:00-00:00, 2999.3571,    0.0000, 2999.3571, 2999.3571,   44.6000,  124.0000,       NaN, 1
